word,word_norm,phon,skeleton,n_tokens,frequency,relevance_mode,category_mode,n_mispronounced,n_meaning_changed,n_dropped,mispron_rate,meaning_change_rate,n_surface_forms,surface_forms,tier,n_variants_kept,variants
पटने पर,पटने पर,PaTaNePaR,PTNPR,2,1,3,other,1,1,0,1.0,1.0,1,पटने पर,long_tail,1,पटना पार (1)
कौन से तारीख,कौन से तारीख,KoNaSeTaRiK,KNSTRK,3,1,3,quantity_unit,1,1,0,1.0,1.0,1,कौन से तारीख,phrase,0,
उपलाया,उपलाया,uPaLaYa,PLY,1,1,3,activity_method,0,0,0,0.0,0.0,1,उपलाया,long_tail,0,
फल ना लगे,फल ना लगे,PaLaNaLaKe,PLNLK,3,1,4,concern,0,0,0,0.0,0.0,1,फल ना लगे,phrase,0,
ट्राइकोर्डमा,ट्राइकोर्डमा,TRaiKoRDaMa,TRKRDM,1,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,ट्राइकोर्डमा,long_tail,1,ट्राइकोडर्मा (1)
प्रजनन तंत्र,प्रजनन तंत्र,PRaJaNaNaTanTR,PRJNNTTR,2,1,4,other,0,0,0,0.0,0.0,1,प्रजनन तंत्र,long_tail,0,
धर देता धर लेता है,धर देता धर लेता है,DaRaDeTaDaRaLeTaHe,DRDTDRLTH,5,1,3,other,0,0,0,0.0,0.0,1,धर देता धर लेता है,phrase,0,
फुदफुदी,फुदफुदी,PuDaPuDi,PDPD,1,1,4,concern,1,1,0,1.0,1.0,1,फुदफुदी,long_tail,1,खुद-खुद ही (1)
सूखा नहीं रहा है,सूखा नहीं रहा है,SuKaNaHinRaHaHe,SKNHRHH,4,1,4,concern,0,0,0,0.0,0.0,1,सूखा नहीं रहा है,phrase,0,
पंद्रह अक्टूबर दो हजार एक,पंद्रह अक्टूबर दो हजार एक,PanDRaHaKTuBaRaDoHaJaRaeK,PDRHKTBRDHJRK,5,1,3,quantity_unit,1,1,0,1.0,1.0,1,पंद्रह अक्टूबर दो हजार एक,phrase,0,
डेट ऑफ बर्थ,डेट ऑफ बर्थ,DeTaoPaBaRT,DTPBRT,3,1,3,other,0,0,0,0.0,0.0,1,डेट ऑफ बर्थ,phrase,0,
अंडरेज,अंडरेज,anDaReJ,DRJ,1,1,4,concern,1,0,0,1.0,0.0,1,अंडरेज,long_tail,1,अंडर एज (1)
छिपा छिपा पर,छिपा छिपा पर,CiPaCiPaPaR,CPCPPR,3,1,4,concern,1,0,0,1.0,0.0,1,छिपा छिपा पर,phrase,1,छिपा छिपा पन (1)
न्यू लगाए,न्यू लगाए,NYuLaKae,NYLK,2,1,3,activity_method,0,0,0,0.0,0.0,1,न्यू लगाए,long_tail,0,
कलसी,कलसी,KaLaSi,KLS,1,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,कलसी,long_tail,0,
इकट्ठा,इकट्ठा,iKaTa,KT,1,1,3,activity_method,0,0,0,0.0,0.0,1,इकट्ठा,long_tail,0,
पूरा फूल आ गया,पूरा फूल आ गया,PuRaPuLaKaYa,PRPLKY,4,1,3,growth_stage,0,0,0,0.0,0.0,1,पूरा फूल आ गया,phrase,0,
लाल मशरूम,लाल मशरूम,LaLaMaSaRuM,LLMSRM,2,1,4,crop,0,0,0,0.0,0.0,1,लाल मशरूम,long_tail,0,
बथुआ घास,बथुआ घास,BaTuaKaS,BTKS,2,1,4,concern,0,0,0,0.0,0.0,1,बथुआ घास,long_tail,0,
कब-तक,कब-तक,KaBaTaK,KBTK,1,1,3,other,1,1,1,1.0,1.0,1,कब-तक,long_tail,0,
नहीं दे रहे है,नहीं दे रहे है,NaHinDeRaHeHe,NHDRHH,4,1,4,concern,1,0,0,1.0,0.0,1,नहीं दे रहे है,phrase,1,नहीं दे रही है (1)
पकने वाला,पकने वाला,PaKaNeBaLa,PKNBL,2,1,3,growth_stage,0,0,0,0.0,0.0,1,पकने वाला,long_tail,0,
बनी रहती है,बनी रहती है,BaNiRaHaTiHe,BNRHTH,3,1,3,other,1,1,1,1.0,1.0,1,बनी रहती है,phrase,0,
फूल आ रही है,फूल आ रही है,PuLaRaHiHe,PLRHH,4,1,3,growth_stage,0,0,0,0.0,0.0,1,फूल आ रही है,phrase,0,
खोन्हा,खोन्हा,KoNHa,KNH,1,1,3,activity_method,1,0,0,1.0,0.0,1,खोन्हा,long_tail,1,खोना (1)
गोखरा,गोखरा,KoKaRa,KKR,1,1,4,concern,1,1,0,1.0,1.0,1,गोखरा,long_tail,1,गूंगा बहरा (1)
टुंडुमला,टुंडुमला,TunDuMaLa,TDML,1,1,4,other,1,1,0,1.0,1.0,1,टुंडुमला,long_tail,1,ठंड (1)
पचका,पचका,PaCaKa,PCK,1,1,4,concern,0,0,0,0.0,0.0,1,पचका,long_tail,0,
बुलेट मिर्चा,बुलेट मिर्चा,BuLeTaMiRCa,BLTMRC,2,1,4,crop,0,0,0,0.0,0.0,1,बुलेट मिर्चा,long_tail,0,
सूक्ष्म जीव,सूक्ष्म जीव,SuKSMaJiB,SKSMJB,2,1,4,concern,0,0,0,0.0,0.0,1,सूक्ष्म जीव,long_tail,0,
एनपी के अट्ठारह अट्ठारह,एनपी के अट्ठारह अट्ठारह,eNaPiKeaTaRaHaTaRa,NPKTRHTR,4,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,एनपी के अट्ठारह अट्ठारह,phrase,1,एनपीके 18 18 (1)
गुकरिया,गुकरिया,KuKaRiYa,KKRY,1,1,4,concern,1,1,0,1.0,1.0,1,गुकरिया,long_tail,1,घूकरी आ (1)
हो जाना,हो जाना,HoJaNa,HJN,2,1,3,growth_stage,1,0,0,1.0,0.0,1,हो जाना,long_tail,1,हो जाला (1)
जॉबकार्ड,जोबकार्ड,JoBaKaRD,JBKRD,1,1,4,other,1,0,0,1.0,0.0,1,जॉबकार्ड,long_tail,1,जोब कार्ड (1)
बन रहा है,बन रहा है,BaNaRaHaHe,BNRHH,3,1,3,activity_method,0,0,0,0.0,0.0,1,बन रहा है,phrase,0,
अत्ता घास,अत्ता घास,aTaKaS,TKS,2,1,4,concern,1,0,0,1.0,0.0,1,अत्ता घास,long_tail,1,आक्ता घास (1)
ना देने,ना देने,NaDeNe,NDN,2,1,4,concern,0,0,0,0.0,0.0,1,ना देने,long_tail,0,
छोटा दाना,छोटा दाना,CoTaDaNa,CTDN,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,छोटा दाना,long_tail,0,
साफ करने वाला,साफ करने वाला,SaPaKaRaNeBaLa,SPKRNBL,3,1,3,activity_method,0,0,0,0.0,0.0,1,साफ करने वाला,phrase,0,
सिंधी खा,सिंधी खा,SinDiKa,SDK,2,1,2,other,1,1,0,1.0,1.0,1,सिंधी खा,long_tail,0,
मकोड़ों,मकोडों,MaKoDo,MKD,1,1,4,concern,1,0,0,1.0,0.0,1,मकोड़ों,long_tail,1,मकोडे (1)
बतलावें,बतलावें,BaTaLaBe,BTLB,1,1,3,activity_method,1,0,0,1.0,0.0,1,बतलावें,long_tail,1,बतलावे (1)
मायापुर,मायापुर,MaYaPuR,MYPR,1,1,2,location,1,1,0,1.0,1.0,1,मायापुर,long_tail,1,भारत (1)
अट्ठारह अट्ठारह एक,अट्ठारह अट्ठारह एक,aTaRaHaTaRaHaeK,TRHTRHK,3,1,4,quantity_unit,1,0,0,1.0,0.0,1,अट्ठारह अट्ठारह एक,phrase,0,
सूक्ष्मजीवों,सूक्ष्मजीवों,SuKSMaJiBo,SKSMJB,1,1,4,concern,1,1,1,1.0,1.0,1,सूक्ष्मजीवों,long_tail,0,
मोटाते,मोटाते,MoTaTe,MTT,1,1,4,concern,1,0,0,1.0,0.0,1,मोटाते,long_tail,1,मुटाते (1)
कद्दू के लौका,कद्दू के लौका,KaDuKeLoKa,KDKLK,3,1,2,variety,0,0,0,0.0,0.0,1,कद्दू के लौका,phrase,0,
पेड़े,पेडे,PeDe,PD,1,1,4,crop,1,0,0,1.0,0.0,1,पेड़े,long_tail,1,पेरे (1)
बहुत हो गले,बहुत हो गले,BaHuTaHoKaLe,BHTHKL,3,1,4,concern,1,1,0,1.0,1.0,1,बहुत हो गले,phrase,1,बहुत हो रहे (1)
ठीक के काट दिया,ठीक के काट दिया,TiKaKeKaTaDiYa,TKKKTDY,4,1,3,activity_method,1,1,0,1.0,1.0,1,ठीक के काट दिया,phrase,0,
जीवन उपयोग,जीवन उपयोग,JiBaNauPaYoK,JBNPYK,2,1,3,other,0,0,0,0.0,0.0,1,जीवन उपयोग,long_tail,0,
के,के,Ke,K,1,1,2,other,0,0,0,0.0,0.0,1,के,long_tail,0,
पैतीस साल,पैतीस साल,PeTiSaSaL,PTSSL,2,1,3,quantity_unit,0,0,0,0.0,0.0,1,पैतीस साल,long_tail,0,
संक्षेप में,संक्षेप में,SanKSePaMe,SKSPM,2,1,3,other,0,0,0,0.0,0.0,1,संक्षेप में,long_tail,0,
लगला,लगला,LaKaLa,LKL,1,1,3,activity_method,0,0,0,0.0,0.0,1,लगला,long_tail,0,
पीला पड़ गई,पीला पड गई,PiLaPaDaKai,PLPDK,3,1,4,concern,0,0,0,0.0,0.0,1,पीला पड़ गई,phrase,0,
खिलावें,खिलावें,KiLaBe,KLB,1,1,3,activity_method,1,0,0,1.0,0.0,1,खिलावें,long_tail,1,खिलावे (1)
हिस्से,हिस्से,HiSe,HS,1,1,3,other,0,0,0,0.0,0.0,1,हिस्से,long_tail,0,
अंदर का हिस्सा,अंदर का हिस्सा,anDaRaKaHiSa,DRKHS,3,1,3,other,0,0,0,0.0,0.0,1,अंदर का हिस्सा,phrase,0,
गरमा गोभी,गरमा गोभी,KaRaMaKoBi,KRMKB,2,1,4,crop,1,1,0,1.0,1.0,1,गरमा गोभी,long_tail,1,घर में को भी (1)
तनी,तनी,TaNi,TN,1,1,3,activity_method,1,0,0,1.0,0.0,1,तनी,long_tail,1,तने (1)
छोटी बिचड़ी,छोटी बिचडी,CoTiBiCaDi,CTBCD,2,1,4,concern,1,0,0,1.0,0.0,1,छोटी बिचड़ी,long_tail,1,छोटी बिचरी (1)
एक ही गो,एक ही गो,eKaHiKo,KHK,3,1,3,quantity_unit,1,0,0,1.0,0.0,1,एक ही गो,phrase,1,एक ही को (1)
छिड़काए,छिडकाए,CiDaKae,CDK,1,1,3,activity_method,1,0,0,1.0,0.0,1,छिड़काए,long_tail,1,छिडका ही (1)
बड़ा होने वाला,बडा होने वाला,BaDaHoNeBaLa,BDHNBL,3,1,3,growth_stage,0,0,0,0.0,0.0,1,बड़ा होने वाला,phrase,0,
इक्कीसवाँ,इक्कीसवां,iKiSaBa,KSB,1,1,4,quantity_unit,1,0,0,1.0,0.0,1,इक्कीसवाँ,long_tail,0,
भांग भांग,भांग भांग,BanKaBanK,BKBK,2,1,4,concern,0,0,0,0.0,0.0,1,भांग भांग,long_tail,0,
बक,बक,BaK,BK,1,1,4,livestock,1,1,0,1.0,1.0,1,बक,long_tail,1,धन्यवाद है (1)
बतिया पकड़ने,बतिया पकडने,BaTiYaPaKaDaNe,BTYPKDN,2,1,3,activity_method,1,1,0,1.0,1.0,1,बतिया पकड़ने,long_tail,1,बोडी आपको करनी (1)
सही किया जाएगा,सही किया जाएगा,SaHiKiYaJaeKa,SHKYJK,3,1,3,activity_method,0,0,0,0.0,0.0,1,सही किया जाएगा,phrase,0,
नहीं होता है,नहीं होता है,NaHinHoTaHe,NHHTH,3,1,3,other,0,0,0,0.0,0.0,1,नहीं होता है,phrase,0,
किस दवा का इस्तेमाल करना,किस दवा का इस्तेमाल करना,KiSaDaBaKaiSTeMaLaKaRaNa,KSDBKSTMLKRN,5,1,3,activity_method,1,1,0,1.0,1.0,1,किस दवा का इस्तेमाल करना,phrase,0,
अति ज्वर,अति ज्वर,aTiJBaR,TJBR,2,1,4,concern,1,1,0,1.0,1.0,1,अति ज्वर,long_tail,1,क्यों थी चाल (1)
खुरपा,खुरपा,KuRaPa,KRP,1,1,4,concern,1,0,0,1.0,0.0,1,खुरपा,long_tail,1,खुरपका (1)
हरित धारा,हरित धारा,HaRiTaDaRa,HRTDR,2,1,4,other,0,0,0,0.0,0.0,1,हरित धारा,long_tail,0,
डिली,डिली,DiLi,DL,1,1,3,growth_stage,1,0,0,1.0,0.0,1,डिली,long_tail,1,डेली (1)
अधिक देने वाला,अधिक देने वाला,aDiKaDeNeBaLa,DKDNBL,3,1,4,quantity_unit,1,0,0,1.0,0.0,1,अधिक देने वाला,phrase,1,अधिक इल्ड देने वाला (1)
पत्तेदार प्याज,पत्तेदार प्याज,PaTeDaRaPYaJ,PTDRPYJ,2,1,4,crop,0,0,0,0.0,0.0,1,पत्तेदार प्याज,long_tail,0,
टाइफाइड,टाइफाइड,TaiPaiD,TPD,1,1,4,concern,1,0,0,1.0,0.0,1,टाइफाइड,long_tail,1,टायफाइड (1)
एम इ स्टार टॉप,एम इ स्टार टोप,eMaiSTaRaToP,MSTRTP,4,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,एम इ स्टार टॉप,phrase,1,एमिया स्टार टोप (1)
नत्थी,नत्थी,NaTi,NT,1,1,4,concern,1,0,0,1.0,0.0,1,नत्थी,long_tail,1,नटकी (1)
24 पत्तियों के चरण,24 पत्तियों के चरण,24PaTiYonKeCaRaN,PTYKCRN,4,1,3,growth_stage,1,1,0,1.0,1.0,1,24 पत्तियों के चरण,phrase,0,
खनन,खनन,KaNaN,KNN,1,1,3,activity_method,0,0,0,0.0,0.0,1,खनन,long_tail,0,
कितने महीनों,कितने महीनों,KiTaNeMaHiNo,KTNMHN,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,कितने महीनों,long_tail,0,
छींटा जाता है,छींटा जाता है,CinTaJaTaHe,CTJTH,3,1,3,activity_method,1,0,0,1.0,0.0,1,छींटा जाता है,phrase,1,छिडका जाता है (1)
खत्म हो जा रहा है,खत्म हो जा रहा है,KaTMaHoJaRaHaHe,KTMHJRHH,5,1,4,concern,0,0,0,0.0,0.0,1,खत्म हो जा रहा है,phrase,0,
नवरा,नवरा,NaBaRa,NBR,1,1,2,location,1,1,0,1.0,1.0,1,नवरा,long_tail,1,ननौरा (1)
ब्लू श्योर,ब्लू श्योर,BLuSYoR,BLSYR,2,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,ब्लू श्योर,long_tail,1,ब्लू स्योर (1)
राजेंद्र सुभाष,राजेंद्र सुभाष,RaJenDRaSuBaS,RJDRSBS,2,1,2,variety,0,0,0,0.0,0.0,1,राजेंद्र सुभाष,long_tail,0,
जल्दी बढ़ेगा,जल्दी बढेगा,JaLDiBaDeKa,JLDBDK,2,1,4,concern,0,0,0,0.0,0.0,1,जल्दी बढ़ेगा,long_tail,0,
पठाए,पठाए,PaTae,PT,1,1,3,activity_method,1,1,0,1.0,1.0,1,पठाए,long_tail,1,पटाए (1)
कैसे मिलाएं,कैसे मिलाएं,KeSeMiLae,KSML,2,1,3,activity_method,1,1,0,1.0,1.0,1,कैसे मिलाएं,long_tail,0,
प्लाकी,प्लाकी,PLaKi,PLK,1,1,4,concern,1,0,0,1.0,0.0,1,प्लाकी,long_tail,1,पलाकी (1)
शुरू होगा,शुरू होगा,SuRuHoKa,SRHK,2,1,3,activity_method,0,0,0,0.0,0.0,1,शुरू होगा,long_tail,0,
पिन हेड,पिन हेड,PiNaHeD,PNHD,2,1,4,growth_stage,0,0,0,0.0,0.0,1,पिन हेड,long_tail,0,
कम खा रही हो,कम खा रही हो,KaMaKaRaHiHo,KMKRHH,4,1,4,concern,1,0,0,1.0,0.0,1,कम खा रही हो,phrase,1,कम खा रही है (1)
कंटैया,कंटैया,KanTeYa,KTY,1,1,4,concern,0,0,0,0.0,0.0,1,कंटैया,long_tail,0,
प्राकृतिक उपचार,प्राकृतिक उपचार,PRaKriTiKauPaCaR,PRKTKPCR,2,1,3,activity_method,0,0,0,0.0,0.0,1,प्राकृतिक उपचार,long_tail,0,
पीला पड़ गई है,पीला पड गई है,PiLaPaDaKaiHe,PLPDKH,4,1,4,concern,0,0,0,0.0,0.0,1,पीला पड़ गई है,phrase,0,
छड़का,छडका,CaDaKa,CDK,1,1,4,other,1,0,0,1.0,0.0,1,छड़का,long_tail,1,छरका (1)
पिछले वर्ष,पिछले वर्ष,PiCaLeBaRS,PCLBRS,2,1,3,other,0,0,0,0.0,0.0,1,पिछले वर्ष,long_tail,0,
फलानी,फलानी,PaLaNi,PLN,1,1,2,other,1,0,0,1.0,0.0,1,फलानी,long_tail,1,फलाने (1)
निलगाय,निलगाय,NiLaKaY,NLKY,1,1,4,livestock,1,1,0,1.0,1.0,1,निलगाय,long_tail,1,लिली गाय (1)
हरबसाइड,हरबसाइड,HaRaBaSaiD,HRBSD,1,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,हरबसाइड,long_tail,1,हरबी साइड (1)
आच,आच,aC,C,1,1,3,location,1,1,0,1.0,1.0,1,आच,long_tail,1,मोबाइल (1)
काफिर,काफिर,KaPiR,KPR,1,1,3,other,1,0,0,1.0,0.0,1,काफिर,long_tail,1,काफी (1)
जला जला सा,जला जला सा,JaLaJaLaSa,JLJLS,3,1,4,concern,0,0,0,0.0,0.0,1,जला जला सा,phrase,0,
देसीला,देसीला,DeSiLa,DSL,1,1,2,variety,1,0,0,1.0,0.0,1,देसीला,long_tail,1,देसी ला (1)
सकें,सकें,SaKe,SK,1,1,3,other,1,0,0,1.0,0.0,1,सकें,long_tail,1,सके (1)
गन्ने बोने,गन्ने बोने,KaNeBoNe,KNBN,2,1,3,activity_method,0,0,0,0.0,0.0,1,गन्ने बोने,long_tail,0,
पूरी प्रतिक्रिया,पूरी प्रतिक्रिया,PuRiPRaTiKRiYa,PRPRTKRY,2,1,3,activity_method,0,0,0,0.0,0.0,1,पूरी प्रतिक्रिया,long_tail,0,
दोसरका,दोसरका,DoSaRaKa,DSRK,1,1,3,growth_stage,1,0,0,1.0,0.0,1,दोसरका,long_tail,1,दूसरा (1)
बरबट्टी,बरबट्टी,BaRaBaTi,BRBT,1,1,4,crop,1,1,0,1.0,1.0,1,बरबट्टी,long_tail,1,टीम (1)
यूरोडायनेमिक ईयर,यूरोडायनेमिक ईयर,YuRoDaYaNeMiKaiYaR,YRDYNMKYR,2,1,4,fertilizer_chemical,1,1,0,1.0,1.0,1,यूरोडायनेमिक ईयर,long_tail,0,
उसके बाद,उसके बाद,uSaKeBaD,SKBD,2,1,3,other,0,0,0,0.0,0.0,1,उसके बाद,long_tail,0,
पौसी,पौसी,PoSi,PS,1,1,4,concern,1,1,0,1.0,1.0,1,पौसी,long_tail,1,कल सी (1)
चौड़ा पत्ती वाला,चौडा पत्ती वाला,CoDaPaTiBaLa,CDPTBL,3,1,4,concern,0,0,0,0.0,0.0,1,चौड़ा पत्ती वाला,phrase,0,
संयोजक,संयोजक,SanYoJaK,SYJK,1,1,3,activity_method,0,0,0,0.0,0.0,1,संयोजक,long_tail,0,
चना छेदक,चना छेदक,CaNaCeDaK,CNCDK,2,1,4,concern,1,1,0,1.0,1.0,1,चना छेदक,long_tail,1,तना छेदक (1)
सीता,सीता,SiTa,ST,1,1,2,other,1,0,1,1.0,0.0,1,सीता,long_tail,0,
दस महीने,दस महीने,DaSaMaHiNe,DSMHN,2,1,3,quantity_unit,1,0,0,1.0,0.0,1,दस महीने,long_tail,1,10 महीने (1)
बढ़वेलबा,बढवेलबा,BaDaBeLaBa,BDBLB,1,1,3,growth_stage,1,0,0,1.0,0.0,1,बढ़वेलबा,long_tail,1,बढ गईल बा (1)
पाँच घंटे,पांच घंटे,PanCaKanTe,PCKT,2,1,3,quantity_unit,1,0,0,1.0,0.0,1,पाँच घंटे,long_tail,1,5 घंटे (1)
हाथ में,हाथ में,HaTaMe,HTM,2,1,3,activity_method,1,1,0,1.0,1.0,1,हाथ में,long_tail,1,आप में (1)
साथ में,साथ में,SaTaMe,STM,2,1,3,activity_method,0,0,0,0.0,0.0,1,साथ में,long_tail,0,
नीमस्त्र,नीमस्त्र,NiMaSTR,NMSTR,1,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,नीमस्त्र,long_tail,1,नीम अस्त्र (1)
चालाकी,चालाकी,CaLaKi,CLK,1,1,3,activity_method,1,1,0,1.0,1.0,1,चालाकी,long_tail,1,चार लाख (1)
बांदा कोभी,बांदा कोभी,BanDaKoBi,BDKB,2,1,4,crop,1,0,0,1.0,0.0,1,बांदा कोभी,long_tail,1,बांदा को भी (1)
बोलिएगा,बोलिएगा,BoLieKa,BLK,1,1,3,activity_method,0,0,0,0.0,0.0,1,बोलिएगा,long_tail,0,
प्रयोग करेंगे,प्रयोग करेंगे,PRaYoKaKaRenKe,PRYKKRK,2,1,3,activity_method,0,0,0,0.0,0.0,1,प्रयोग करेंगे,long_tail,0,
एक जनवरी,एक जनवरी,eKaJaNaBaRi,KJNBR,2,1,3,other,0,0,0,0.0,0.0,1,एक जनवरी,long_tail,0,
धारा हुआ,धारा हुआ,DaRaHua,DRH,2,1,3,concern,0,0,0,0.0,0.0,1,धारा हुआ,long_tail,0,
चार भाई,चार भाई,CaRaBai,CRB,2,1,2,other,0,0,0,0.0,0.0,1,चार भाई,long_tail,0,
जेके कंपनी,जेके कंपनी,JeKeKanPaNi,JKKPN,2,1,2,variety,0,0,0,0.0,0.0,1,जेके कंपनी,long_tail,0,
चर्म रोग,चर्म रोग,CaRMaRoK,CRMRK,2,1,4,concern,0,0,0,0.0,0.0,1,चर्म रोग,long_tail,0,
चोले,चोले,CoLe,CL,1,1,4,concern,1,1,0,1.0,1.0,1,चोले,long_tail,1,चौडे (1)
सुखराहे,सुखराहे,SuKaRaHe,SKRH,1,1,4,concern,1,0,0,1.0,0.0,1,सुखराहे,long_tail,1,सूख रहे हैं (1)
पोखर,पोखर,PoKaR,PKR,1,1,2,location,0,0,0,0.0,0.0,1,पोखर,long_tail,0,
इलेक्ट्रिक,इलेक्ट्रिक,iLeKTRiK,LKTRK,1,1,3,tool,1,1,0,1.0,1.0,1,इलेक्ट्रिक,long_tail,1,टिक (1)
पूछी,पूछी,PuCi,PC,1,1,3,activity_method,1,0,0,1.0,0.0,1,पूछी,long_tail,1,पूछिए (1)
समर सेबल,समर सेबल,SaMaRaSeBaL,SMRSBL,2,1,4,other,1,1,0,1.0,1.0,1,समर सेबल,long_tail,1,सबमर्सिबल (1)
का ना,का ना,KaNa,KN,2,1,3,other,1,1,0,1.0,1.0,1,का ना,long_tail,1,कान्हा (1)
फल छेदा,फल छेदा,PaLaCeDa,PLCD,2,1,4,concern,1,0,0,1.0,0.0,1,फल छेदा,long_tail,1,फल छेदक (1)
उजलापन,उजलापन,uJaLaPaN,JLPN,1,1,4,concern,0,0,0,0.0,0.0,1,उजलापन,long_tail,0,
पाकिट,पाकिट,PaKiT,PKT,1,1,4,concern,1,1,0,1.0,1.0,1,पाकिट,long_tail,1,कीटाणु (1)
गट्टा,गट्टा,KaTa,KT,1,1,4,other,1,1,0,1.0,1.0,1,गट्टा,long_tail,1,भट्ट (1)
डाई बैक,डाई बैक,DaiBeK,DBK,2,1,4,concern,0,0,0,0.0,0.0,1,डाई बैक,long_tail,0,
सही तरह से,सही तरह से,SaHiTaRaHaSe,SHTRHS,3,1,3,activity_method,0,0,0,0.0,0.0,1,सही तरह से,phrase,0,
दल,दल,DaL,DL,1,1,3,activity_method,1,0,0,1.0,0.0,1,दल,long_tail,1,देल (1)
नौरंगा पंचायत,नौरंगा पंचायत,NoRanKaPanCaYaT,NRKPCYT,2,1,2,location,0,0,0,0.0,0.0,1,नौरंगा पंचायत,long_tail,0,
क्या चीज में,क्या चीज में,KYaCiJaMe,KYCJM,3,1,3,other,0,0,0,0.0,0.0,1,क्या चीज में,phrase,0,
मल्टी लेयर खेती,मल्टी लेयर खेती,MaLTiLeYaRaKeTi,MLTLYRKT,3,1,4,activity_method,0,0,0,0.0,0.0,1,मल्टी लेयर खेती,phrase,0,
पानी पट चुका है,पानी पट चुका है,PaNiPaTaCuKaHe,PNPTCKH,4,1,3,activity_method,1,0,0,1.0,0.0,1,पानी पट चुका है,phrase,1,पानी पड चुका है (1)
तागत,तागत,TaKaT,TKT,1,1,3,other,1,0,0,1.0,0.0,1,तागत,long_tail,1,ताकत (1)
ढकिया हमीद,ढकिया हमीद,DaKiYaHaMiD,DKYHMD,2,1,2,location,1,1,0,1.0,1.0,1,ढकिया हमीद,long_tail,1,ढकिया अहमदनगर (1)
बड़ा होगा,बडा होगा,BaDaHoKa,BDHK,2,1,3,growth_stage,0,0,0,0.0,0.0,1,बड़ा होगा,long_tail,0,
कर दिया जाएगा,कर दिया जाएगा,KaRaDiYaJaeKa,KRDYJK,3,1,3,activity_method,0,0,0,0.0,0.0,1,कर दिया जाएगा,phrase,0,
पनरे,पनरे,PaNaRe,PNR,1,1,4,quantity_unit,1,1,0,1.0,1.0,1,पनरे,long_tail,1,तो हमारे (1)
कुकरना,कुकरना,KuKaRaNa,KKRN,1,1,4,concern,1,1,0,1.0,1.0,1,कुकरना,long_tail,1,को करना (1)
नासि,नासि,NaSi,NS,1,1,3,activity_method,1,0,0,1.0,0.0,1,नासि,long_tail,1,नाशी (1)
कुंटल प्रति एकड़,कुंटल प्रति एकड,KunTaLaPRaTieKaD,KTLPRTKD,3,1,4,quantity_unit,1,0,0,1.0,0.0,1,कुंटल प्रति एकड़,phrase,1,क्विंटल प्रति एकड (1)
उन्नीस उन्नीस उन्नीस,उन्नीस उन्नीस उन्नीस,uNiSauNiSauNiS,NSNSNS,3,1,4,fertilizer_chemical,1,0,0,1.0,0.0,1,उन्नीस उन्नीस उन्नीस,phrase,0,
दुबारा पटाने,दुबारा पटाने,DuBaRaPaTaNe,DBRPTN,2,1,3,activity_method,0,0,0,0.0,0.0,1,दुबारा पटाने,long_tail,0,
चार डिसमिल,चार डिसमिल,CaRaDiSaMiL,CRDSML,2,1,4,quantity_unit,0,0,0,0.0,0.0,1,चार डिसमिल,long_tail,0,
फीकी,फीकी,PiKi,PK,1,1,4,concern,0,0,0,0.0,0.0,1,फीकी,long_tail,0,
दूसरे पटने,दूसरे पटने,DuSaRePaTaNe,DSRPTN,2,1,3,activity_method,1,1,0,1.0,1.0,1,दूसरे पटने,long_tail,1,दूसरे पानी (1)
उत्पादक,उत्पादक,uTPaDaK,TPDK,1,1,3,activity_method,0,0,0,0.0,0.0,1,उत्पादक,long_tail,0,
दो हजार दस,दो हजार दस,DoHaJaRaDaS,DHJRDS,3,1,3,other,1,0,0,1.0,0.0,1,दो हजार दस,phrase,0,
छात्र,छात्र,CaTR,CTR,1,1,2,other,0,0,0,0.0,0.0,1,छात्र,long_tail,0,
मार देते हैं,मार देते हैं,MaRaDeTeHe,MRDTH,3,1,3,activity_method,1,0,0,1.0,0.0,1,मार देते हैं,phrase,1,मार देता है (1)
पंडित जी,पंडित जी,PanDiTaJi,PDTJ,2,1,2,other,0,0,0,0.0,0.0,1,पंडित जी,long_tail,0,
पेट्रोल,पेट्रोल,PeTRoL,PTRL,1,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,पेट्रोल,long_tail,0,
चरखे,चरखे,CaRaKe,CRK,1,1,4,concern,1,0,0,1.0,0.0,1,चरखे,long_tail,1,चरखी (1)
सभी दवाओं,सभी दवाओं,SaBiDaBao,SBDB,2,1,4,fertilizer_chemical,0,0,0,0.0,0.0,1,सभी दवाओं,long_tail,0,
अलग अलग,अलग अलग,aLaKaLaK,LKLK,2,1,3,activity_method,0,0,0,0.0,0.0,1,अलग अलग,long_tail,0,
सविता,सविता,SaBiTa,SBT,1,1,2,variety,0,0,0,0.0,0.0,1,सविता,long_tail,0,
उखाड़े,उखाडे,uKaDe,KD,1,1,3,concern,0,0,0,0.0,0.0,1,उखाड़े,long_tail,0,
