anchor,candidate,label,confidence,gloss_anchor,gloss_candidate,cue,phon_sim,observed_confusions,freq_anchor,risk
कालापन,कारण,DIFF_MEANING,0.95,blackness (discoloration),reason/cause,"कारण refers to a cause, e.g. 'रोग का कारण' vs कालापन describing black spots on produce",0.729,0,928,3.48
कालापन,गलका,DIFF_MEANING,0.75,blackness (discoloration),rotting/decay (dialectal),"गलका used with soft, mushy decay of fruit/vegetable, not color change",0.714,0,15,2.82
कालापन,गलन,DIFF_MEANING,0.8,blackness (discoloration),melting/rotting (noun),"गलन refers to tissue breakdown/rot, e.g. 'जड़ में गलन' vs कालापन which is about dark color",0.786,0,15,2.2
कालापन,गलने,DIFF_MEANING,0.8,blackness (discoloration),"rotting (verb, oblique/infinitive)","गलने used with 'लगना/शुरू होना' describing decay process, not color",0.714,0,15,2.19
कालापन,कम पानी,DIFF_MEANING,0.9,blackness (discoloration),less water,"कम पानी discusses irrigation quantity, unrelated to discoloration symptom",0.812,0,12,2.17
कालापन,कलम,DIFF_MEANING,0.85,blackness (discoloration),graft/cutting (agri technique) or pen,"कलम appears with grafting/planting context, e.g. 'कलम लगाना' vs disease symptom कालापन",0.729,0,17,2.06
कालापन,पीलेपन,DIFF_MEANING,0.85,blackness (discoloration),yellowness (discoloration),"पीलेपन refers to yellow tint on leaves, distinct color symptom from black spots",0.714,0,15,1.85
कालापन,गलता,DIFF_MEANING,0.8,blackness (discoloration),"rotting (present participle, e.g. 'गलता हुआ फल')","गलता describes decay in progress, not a color change symptom",0.714,0,15,1.85
खली,खल्ली,SAME_WORD,0.9,oil cake (fertilizer),oil cake (fertilizer),,1.0,4,15,7.05
खली,खाली,DIFF_MEANING,0.9,oil cake (fertilizer),empty/vacant,खली used with fertilizer/manure context (e.g. 'नीम की खली'); खाली used for empty field/land or 'free time',1.0,1,15,5.26
खली,करें,UNRELATED,0.9,oil cake (fertilizer),do/perform (verb),"करें is a common verb suffix, no semantic or strong phonetic overlap with fertilizer term",0.8,0,830,3.78
खली,केला,UNRELATED,0.85,oil cake (fertilizer),banana,"केला refers to banana crop, unrelated to fertilizer discussion",0.75,0,995,3.61
खली,कल,UNRELATED,0.85,oil cake (fertilizer),tomorrow/yesterday,"कल is a time reference, context like 'कल छिड़काव करेंगे' vs fertilizer noun usage",0.875,0,166,3.44
खली,बाली,DIFF_MEANING,0.6,oil cake (fertilizer),ear of grain (spike),बाली appears with crop growth terms like 'गेहूं की बाली निकल रही है' vs खली used with fertilizer application,0.75,0,15,3.2
खली,केले,UNRELATED,0.85,oil cake (fertilizer),bananas (plural),"केले refers to banana plants/fruits, unrelated to fertilizer context",0.8,0,182,3.18
खली,काला,DIFF_MEANING,0.65,oil cake (fertilizer),black (color),काला describes color e.g. 'काला धब्बा' (black spot) vs खली as a fertilizer noun,0.85,0,106,3.15
खली,कटाई,UNRELATED,0.85,oil cake (fertilizer),harvesting,"कटाई refers to harvest activity, distinct topic from fertilizer/oil cake",0.7,0,278,2.93
विस्तार से,विस्तार,SAME_WORD,0.85,in detail,expansion/detail,"विस्तार से = adverbial form of विस्तार, same root meaning 'detail'",0.778,0,5,1.76
बचाना,बचाने,SAME_WORD,0.95,to save/protect (infinitive),"to save/protect (oblique infinitive, e.g. 'फसल बचाने के लिए')","same verb, different grammatical case of infinitive",0.933,0,15,4.03
बचाना,चना,DIFF_MEANING,0.9,to save/protect,chickpea (crop),"चना appears with crop/sowing context, बचाना appears with protection/loss-prevention context",0.75,0,1816,3.83
बचाना,बचने,DIFF_MEANING,0.75,to save (something/someone) - causative,to survive/escape/be saved - intransitive,"बचना is used for the thing/person surviving on its own (फसल बचने से), बचाना implies an agent actively saving it (फसल को बचाना)",0.933,0,230,3.82
बचाना,बचाए,SAME_WORD,0.95,to save/protect,"save (subjunctive/past form, e.g. 'फसल बचाए')",,0.767,1,7,3.71
बचाना,बढ़ाने,DIFF_MEANING,0.9,to save/protect,"to increase/raise (yield, price etc.)","बढ़ाना used with उपज/मात्रा (increase yield), बचाना used with नुकसान/फसल (prevent loss)",0.767,0,15,3.44
बचाना,बचाव,SAME_MEANING,0.8,to save/protect (verb),protection/prevention (noun),"बचाव used as noun in 'रोग से बचाव', same protective concept as verb बचाना",0.75,0,15,3.42
बचाना,बनाने,DIFF_MEANING,0.9,to save/protect,"to make/prepare (e.g. spray, mixture)","बनाना used with दवा/घोल बनाना (preparing solution), बचाना used with फसल/नुकसान बचाना",0.767,0,15,3.36
बचाना,बचाएं,SAME_WORD,0.9,to save/protect,"save (imperative/polite form, e.g. 'फसल बचाएं')",,0.767,0,347,3.29
बचाना,बच्चा,DIFF_MEANING,0.9,to save/protect,child/young animal (livestock),"बच्चा used in context of animal offspring, बचाना used in context of saving crop/animal from harm",0.75,0,15,2.92
बचाना,बढ़ने,DIFF_MEANING,0.9,to save/protect,to grow/increase (plant growth stage),"बढ़ना used with पौधा/फसल बढ़ने की अवस्था (growth stage), बचाना used for protection from damage",0.767,0,15,2.82
बचाएंगे,बचाने,SAME_WORD,0.9,will save/protect,to save/protect (infinitive/oblique),,0.762,0,15,3.29
बचाएंगे,बचाएं,SAME_WORD,0.9,will save/protect,may/should save (subjunctive),,0.75,0,347,3.22
बचाएंगे,बचने,DIFF_MEANING,0.85,will save/protect (transitive),to escape/survive (intransitive),"बचने से फसल = crop escaping/surviving damage, no object being saved by farmer",0.762,0,230,3.12
बचाएंगे,लगाएंगे,DIFF_MEANING,0.85,will save/protect,will plant/apply,context of sowing/applying fertilizer vs protecting crop from pest,0.75,0,15,2.62
बचाएंगे,बोयेंगे,DIFF_MEANING,0.85,will save/protect,will sow,context of seeds/sowing season vs saving crop from damage,0.762,0,15,2.06
बचाएंगे,पटाएंगे,DIFF_MEANING,0.8,will save/protect,will convince/settle,context of negotiation/persuasion vs crop protection,0.825,0,6,1.94
बचाएंगे,मारेंगे,DIFF_MEANING,0.85,will save/protect,will kill/hit,context of pest/insect being killed vs crop being protected,0.762,0,15,1.93
बचाएंगे,बनाएगा,DIFF_MEANING,0.8,will save/protect,will make/build (3rd person),context of construction/preparation vs saving crop,0.762,0,15,1.85
बचाएंगे,बचाये,SAME_WORD,0.85,will save/protect,saved/protected (past/subjunctive spelling variant),,0.75,0,15,1.82
बचाएंगे,बचाए,SAME_WORD,0.85,will save/protect,saved/protected (subjunctive/past),,0.75,0,7,1.82
उखड़ा रोग,कुकरा रोग,DIFF_MEANING,0.55,"wilt disease (plant collapses/uproots, e.g. in cotton, pigeon pea)","leaf-curl disease (कुकड़ा रोग, leaves curl and shrivel)","उखड़ा रोग refers to whole plant wilting/dying suddenly; कुकरा(कुकड़ा) रोग refers to leaves curling/deforming, often mentioned with virus/vector context",0.778,0,15,1.88
जमा,जन्मा,SAME_MEANING,0.6,settled/germinated (crop taking root),sprouted/was born,"both describe seedling emergence, e.g. 'बीज जमा/जन्मा' - crop coming up after sowing",0.8,0,10,2.07
जमा,जमने,SAME_WORD,0.85,settled/germinated,to settle/germinate (infinitive/gerund form),inflectional variant of same verb root जमना,0.75,0,14,2.06
जमा,मामा,DIFF_MEANING,0.9,settled/deposited/germinated,maternal uncle,"मामा appears in family/relation talk, not crop or deposit context",0.75,0,15,2.03
जमा,जाम,DIFF_MEANING,0.75,settled/deposited/germinated,jam/blockage (e.g. traffic or clog),"जाम used with रास्ता/traffic or pipe blockage, not crop germination",0.875,0,15,1.98
जमा,जाता,DIFF_MEANING,0.8,settled/deposited/germinated,goes (verb 'to go'),"जाता appears as part of verb phrase like 'चला जाता है', unrelated to deposit/germination sense",0.75,0,15,1.9
शिकायत,कागजात,UNRELATED,0.92,complaint,documents/papers,"शिकायत used with 'की' (complaint filed), कागजात used with 'जमा करना/दिखाना' (submitting documents) - unrelated meanings and low audio confusion",0.714,0,8,1.77
पाला जाए,पाला,DIFF_MEANING,0.85,to be reared/raised (of animals/plants),frost,"anchor appears with rearing/care context (जानवर, पेड़ पाला जाए) vs candidate appears with cold/damage context (ठंड, फसल को पाला)",0.714,0,1863,3.66
पाला जाए,पालक,DIFF_MEANING,0.85,to be reared/raised,spinach (crop),anchor used with rearing verb phrase; candidate used as vegetable/crop name in planting or harvest context,0.714,0,345,3.06
पाला जाए,पटाया,DIFF_MEANING,0.75,to be reared/raised,convinced/settled (from पटाना),"पटाया used in negotiation/settlement context, not care/rearing of crop or animal",0.729,0,88,2.64
पाला जाए,पल्ला,DIFF_MEANING,0.75,to be reared/raised,"side/end (of cloth, scale-pan, or responsibility)","पल्ला used in idiomatic/physical object context, unrelated to rearing",0.714,0,95,2.61
पाला जाए,फलता,DIFF_MEANING,0.8,to be reared/raised,bears fruit (from फलना),"फलता used with पेड़/फसल fruiting context, not caregiving",0.786,0,15,2.46
पाला जाए,फरने,DIFF_MEANING,0.6,to be reared/raised,"to bear/yield (dialectal, of fruit/crop)",फरने used in yield/fruiting context rather than rearing/nurturing context,0.729,0,15,2.39
पाला जाए,फलने,DIFF_MEANING,0.8,to be reared/raised,to bear fruit (growth stage),"फलने used with फल/फसल fruiting stage, not with animals or nurturing",0.786,0,15,2.34
पाला जाए,पालने,SAME_WORD,0.85,to be reared/raised (passive of पालना),to rear/raise (infinitive/oblique of पालना),both derive from पालना - rearing/raising animals or plants; differ only by inflection (passive vs infinitive),0.786,0,19,2.27
मकइ,मकाई,SAME_WORD,0.95,maize,maize,,1.0,1,14,5.19
मकइ,मक्के,SAME_WORD,0.9,maize,maize (oblique/plural of मक्का),,0.82,0,14,3.41
मकइ,लगाई,DIFF_MEANING,0.85,maize,"planted (verb, fem. past)",context: 'फसल लगाई' (crop was planted) vs naming the crop itself,0.8,0,14,2.66
मकइ,मखाना,DIFF_MEANING,0.85,maize,fox nut / lotus seed,"मखाना refers to a pond crop (fox nuts), not a cereal like maize",0.733,0,14,2.46
मकइ,माहू,DIFF_MEANING,0.85,maize,aphid (pest),"माहू appears with pest/disease complaints, not crop naming",0.7,0,14,2.41
मकइ,महुआ,DIFF_MEANING,0.85,maize,mahua tree/flower,"महुआ refers to a tree used for flowers/liquor, not a cereal crop",0.72,0,14,2.1
चालू,चारा,DIFF_MEANING,0.85,on/running/active,fodder (animal feed),"चारा appears with animal/livestock feeding context, चालू appears with machine/pump/scheme starting context",0.75,0,164,2.92
चालू,छाला,DIFF_MEANING,0.85,on/running/active,blister (skin),"छाला refers to skin/hand blister complaints, चालू refers to turning on equipment or ongoing status",0.85,0,14,1.97
झर रहा,चल रहा,DIFF_MEANING,0.85,"shedding/dropping (flowers,leaves)",running/ongoing (process),"चल रहा refers to an ongoing process/action (e.g. 'काम चल रहा है'), not plant material falling",0.9,1,11,4.67
झर रहा,झर रहे,SAME_WORD,0.92,shedding/dropping (singular subject),shedding/dropping (plural/agreement variant),"same verb झरना, only number/gender agreement differs",0.95,1,14,4.25
झर रहा,झड़ गया,SAME_WORD,0.75,shedding/dropping (continuous),"shed/fell (completed, perfective)",झड़ना/झरना are near-identical roots for shedding; here tense differs (ongoing vs completed),0.625,1,10,3.19
झर रहा,फल रहा,DIFF_MEANING,0.85,"shedding/dropping (flowers,leaves,fruit falling off)",bearing fruit / fruiting,"फल रहा describes plant producing fruit, opposite concern from fruit/flowers falling off",0.825,0,14,2.64
ठण्ड,ठंडा,SAME_WORD,0.75,cold (weather),cold (adjective),"adjective form describing something cold, e.g. 'ठंडा पानी' vs noun 'ठण्ड पड़ रही है'",0.82,0,210,3.29
ठण्ड,तना,DIFF_MEANING,0.85,cold (weather),plant stem,context about crop stem/stalk vs weather/temperature complaint,0.7,0,14,2.43
ठण्ड,थन,DIFF_MEANING,0.85,cold (weather),animal udder,context about livestock milking vs weather,0.75,0,14,2.38
ठण्ड,ठंडे,SAME_WORD,0.75,cold (weather),"cold (adjective, oblique/plural)","used with plural/oblique nouns, e.g. 'ठंडे दिन' vs noun 'ठण्ड'",0.82,0,7,1.96
ठण्ड,थान,DIFF_MEANING,0.8,cold (weather),cattle shed/stall or place,context about tying animals or a location vs weather,0.75,0,14,1.74
ठण्ड,तने,DIFF_MEANING,0.85,cold (weather),stems (plural),reference to plant parts vs weather condition,0.7,0,14,1.71
ठण्ड,तन,DIFF_MEANING,0.8,cold (weather),body,reference to human/animal body vs weather condition,0.75,0,14,1.68
बगवानी,भगाने,DIFF_MEANING,0.85,gardening/horticulture,to chase/drive away (pests),"used with pest/animal chasing context, e.g. 'कीड़े भगाने' vs 'बगवानी करना'",0.762,0,14,2.64
बगवानी,बागवान,DIFF_MEANING,0.7,gardening/horticulture (activity),gardener (person),"बागवान refers to the person doing the work, बगवानी to the activity itself",0.938,0,14,2.1
बगवानी,बागान,DIFF_MEANING,0.75,gardening/horticulture,orchard/plantation (place),"बागान denotes a physical plantation/orchard, not the act of gardening",0.75,0,14,1.98
बगवानी,बरबटी,UNRELATED,0.8,gardening/horticulture,cowpea (vegetable crop),"बरबटी is a specific crop name, unrelated in meaning and low phonetic overlap",0.75,0,14,1.88
बगवानी,भागने,DIFF_MEANING,0.85,gardening/horticulture,to run away/escape,"भागने used in context of fleeing/escaping, not cultivation activity",0.762,0,14,1.71
बगवानी,बबुनी,UNRELATED,0.6,gardening/horticulture,possibly chamomile or unclear term (concern category),"different category (concern) and low phonetic similarity, likely unrelated term",0.738,0,14,1.65
खास,कैसे,DIFF_MEANING,0.75,special/particular,how (question word),"'कैसे' introduces a question about method, while 'खास' marks something as particular or noteworthy",0.775,0,248,3.17
खास,विकास,DIFF_MEANING,0.7,special/particular,growth/development,"'विकास' refers to plant/crop growth progress, whereas 'खास' flags a specific concern or trait",0.7,0,14,2.83
खास,गाछी,UNRELATED,0.4,special/particular,unclear/dialect term possibly for tree or plant cluster,no clear semantic overlap; likely ASR noise or rare dialect term unrelated to 'खास',0.775,0,14,2.76
इख,अंकुर,DIFF_MEANING,0.85,sugarcane,sprout/shoot (growth stage),"अंकुर refers to a seedling/sprout stage of any plant, ईख refers specifically to the sugarcane crop itself",0.48,1,6,2.23
इख,उग,DIFF_MEANING,0.8,sugarcane,sprout/germinate (verb stem),"उग is a verb about germination/growth, ईख is a noun naming the sugarcane crop",0.7,0,14,2.0
इख,ऊख,SAME_WORD,0.95,sugarcane,sugarcane (vowel-length spelling variant),,0.7,0,14,1.96
इख,आग,DIFF_MEANING,0.85,sugarcane,fire,"आग appears in contexts about burning/fire damage to fields, ईख names the sugarcane crop",0.7,0,6,1.62
पौधो,पौधा,SAME_WORD,0.9,plant (oblique/plural form),plant,,0.9,0,3915,4.91
पौधो,पेड़,DIFF_MEANING,0.7,plant/sapling,tree,"पेड़ refers to a mature tree, पौधा/पौधो to a young plant or seedling",0.725,0,3577,3.93
पौधो,फोटो,DIFF_MEANING,0.85,plant,photo/picture,context of taking a picture vs discussing crop growth,0.9,0,14,2.99
पौधो,पोट,DIFF_MEANING,0.5,plant,bundle/knot,"पोट refers to a tied bundle, unrelated to crop growth",0.775,0,30,2.38
पौधो,पैदा,DIFF_MEANING,0.75,plant,produced/born (as in पैदा होना - to grow/occur),"पैदा used with होना meaning 'to occur/produce', not a noun for plant",0.75,0,31,2.31
पौधो,फोड़ा,DIFF_MEANING,0.8,plant,boil/abscess,"फोड़ा refers to a skin boil, occurring in health context not crop context",0.9,0,14,2.09
पौधो,पौध,SAME_WORD,0.85,plant,seedling/young plant,,0.875,0,5,1.96
सुखना,सूखना,SAME_WORD,0.97,to dry/wither,to dry/wither,,1.0,7,14,9.75
सुखना,चना,DIFF_MEANING,0.85,to dry/wither,chickpea,"चना appears as a noun crop name (e.g. 'चना बोना'), सुखना appears as a verb about drying (e.g. 'फसल सुखना')",0.683,0,1816,3.47
सुखना,लगाना,DIFF_MEANING,0.8,to dry/wither,to plant/apply,"लगाना used with objects like 'पौधा लगाना' (planting), सुखना used for moisture loss context",0.733,0,482,3.24
सुखना,गन्ना,DIFF_MEANING,0.85,to dry/wither,sugarcane,"गन्ना is a crop noun (e.g. 'गन्ना काटना'), सुखना describes drying process",0.75,0,386,3.23
सुखना,खाना,DIFF_MEANING,0.85,to dry/wither,to eat / food,"खाना relates to eating/food context, सुखना relates to moisture/drying",0.75,0,129,2.83
सुखना,लगना,DIFF_MEANING,0.8,to dry/wither,to feel/seem/take (time),"लगना used for sensations or duration (e.g. 'समय लगना'), सुखना specifically about drying out",0.733,0,67,2.53
सुखना,मखाना,DIFF_MEANING,0.85,to dry/wither,fox nut (makhana),"मखाना is a crop/product noun, सुखना is a verb describing drying condition",0.733,0,54,2.46
खतम,कट्ठा,DIFF_MEANING,0.75,finished/over,land unit (kattha),used with land area numbers vs. describing crop/task completion,0.8,0,464,3.52
खतम,कारण,DIFF_MEANING,0.7,finished/over,reason,followed by 'se' explaining cause vs. describing task ending,0.72,0,928,3.42
खतम,कटाई,DIFF_MEANING,0.8,finished/over,harvesting,"refers to cutting/harvest activity, not completion state",0.76,0,278,3.15
खतम,काटने,DIFF_MEANING,0.8,finished/over,to cut (infinitive oblique),"used with crop-cutting verbs, not 'done/over'",0.85,0,100,3.1
खतम,कम,DIFF_MEANING,0.75,finished/over,less/few,quantity comparison vs. completion of stock/work,0.7,0,450,3.07
खतम,खराब,DIFF_MEANING,0.75,finished/over,spoiled/bad,describes damaged crop/produce vs. exhausted supply,0.72,0,14,3.0
खतम,करना,DIFF_MEANING,0.7,finished/over,to do,generic action verb vs. state of being finished,0.683,0,267,2.82
खतम,कटने,DIFF_MEANING,0.8,finished/over,to be cut (passive infinitive),"about crop being cut, not about work/stock being finished",0.85,0,40,2.72
केरा,करें,DIFF_MEANING,0.85,banana (dialect),do/perform (verb),verb used after action noun (e.g. 'छिड़काव करें') vs crop noun context,0.8,0,830,3.75
केरा,केले,SAME_MEANING,0.85,banana (dialect),"banana(s), plural/oblique of केला",both refer to banana fruit/plant; केला is standard synonym of dialect केरा,0.8,0,14,3.15
केरा,हरा,DIFF_MEANING,0.85,banana (dialect),green (colour),"used as adjective describing color of leaves/fruit, not a crop name",0.8,0,14,2.98
केरा,गिर,DIFF_MEANING,0.85,banana (dialect),fall/drop (verb stem),"appears with fruit falling/plant collapsing context, not naming a crop",0.775,0,14,2.98
केरा,गेंदा,DIFF_MEANING,0.85,banana (dialect),marigold flower,context about flower cultivation vs fruit crop,0.7,0,14,2.8
केरा,खीरे,DIFF_MEANING,0.85,banana (dialect),cucumber(s),talk of vine/cucumber harvesting vs banana plant,0.8,0,14,2.63
केरा,गिरा,DIFF_MEANING,0.85,banana (dialect),fell (past tense verb),used to describe something falling (e.g. price/plant) not naming a crop,0.9,0,14,2.3
एव,अब,DIFF_MEANING,0.55,and (from एवं) / unclear token,now (temporal adverb),"अब appears in time-related context ('अब क्या करें', 'अब तक') vs एव/एवं which links two items in a list ('गेहूं एवं चावल')",0.8,2,6,4.48
बकला,बाकला,SAME_WORD,0.95,broad bean (crop),broad bean (crop),"spelling variant with long vowel, same crop referent",1.0,7,14,9.13
बकला,बकरी,DIFF_MEANING,0.85,broad bean crop,goat,context of livestock care vs sowing/harvesting a crop,0.833,0,1122,4.03
बकला,पहला,DIFF_MEANING,0.8,broad bean crop,first (ordinal),used with sequence words like 'phasal' or 'baar' vs crop name,0.867,0,255,3.56
बकला,पाला,DIFF_MEANING,0.85,broad bean crop,frost,appears with weather/damage talk vs crop naming,0.683,0,1863,3.48
बकला,केला,DIFF_MEANING,0.85,broad bean crop,banana,"different crop type, check surrounding fruit vs pulse context",0.683,0,995,3.27
बकला,काला,DIFF_MEANING,0.8,broad bean crop,black (color),"used as adjective for color, not a crop noun",0.75,0,106,2.76
बकला,बाजरा,DIFF_MEANING,0.8,broad bean crop,pearl millet,"different grain crop, check field/soil context",0.767,0,14,2.74
बकला,बकरे,DIFF_MEANING,0.85,broad bean crop,male goats (plural),livestock context vs crop sowing context,0.867,0,33,2.7
बकला,भंगुरी,UNRELATED,0.6,broad bean crop,brittleness/breakage issue,rare technical concern term unlikely to be confused with a crop name,0.7,0,14,2.67
पालना,पालन,SAME_WORD,0.85,"to rear/nurture (animals, children)",rearing/nurturing (verbal noun),"पालन is the nominal form of पालना, same root and meaning",0.917,0,848,4.31
पालना,डालना,DIFF_MEANING,0.85,to rear/nurture,to put/pour/add,डालना used with fertilizer/water 'डालना है' vs पालना used with animals/crops 'पशु पालना',0.833,0,368,3.57
पालना,पालक,DIFF_MEANING,0.9,to rear/nurture,spinach (crop),"पालक appears as a vegetable/crop name, पालना appears as a verb of care/maintenance",0.75,0,345,3.19
पालना,करना,DIFF_MEANING,0.75,to rear/nurture,to do (generic verb),"करना is a generic action verb used with any noun, पालना specifically implies raising/caring for living things",0.767,0,267,3.17
पालना,पटाना,DIFF_MEANING,0.8,to rear/nurture,to convince/settle/satisfy,"पटाना used in context of persuading or settling a matter, not caring for livestock/crops",0.833,0,82,2.96
पालना,फलन,DIFF_MEANING,0.8,to rear/nurture,fruiting/yield stage,"फलन refers to the fruit-bearing growth stage of a plant, not the act of raising/caring",0.917,0,14,2.84
पालना,फरने,DIFF_MEANING,0.7,to rear/nurture,bearing fruit (inflected form of फलना),"फरने relates to plants bearing fruit, distinct from the caretaking sense of पालना",0.867,0,14,2.82
पालना,पटाने,DIFF_MEANING,0.75,to rear/nurture,to convince/settle (inflected form),"पटाने used with negotiation/settling context, not with animal or plant care",0.767,0,90,2.76
लास्ट,लागत,DIFF_MEANING,0.85,last (English loanword),cost/expense,"लागत appears with price/expense talk (e.g. लागत कितनी है), लास्ट appears with sequence/order talk (e.g. लास्ट साल, लास्ट बार)",0.7,0,30,2.15
लास्ट,लस्सा,DIFF_MEANING,0.75,last (English loanword),sticky mass/paste (e.g. gum disease or sticky substance),"लस्सा used in context of plant disease/sticky residue, लास्ट used for order/time (last time, last year)",0.7,0,11,1.82
लास्ट,लेटेस्ट,DIFF_MEANING,0.8,last (final/previous),latest (most recent),"लेटेस्ट used for newest update/variety (latest news), लास्ट used for final/previous instance (last season)",0.683,0,14,1.71
लास्ट,अगस्त,DIFF_MEANING,0.85,last (final/previous),August (month name),"अगस्त appears with month/date context, लास्ट appears with ordering context (last time, last crop)",0.7,0,7,1.67
लास्ट,लाइट,DIFF_MEANING,0.85,last (final/previous),light/electricity,"लाइट appears in context of electricity supply/power cuts, लास्ट appears in context of sequence/order",0.7,0,5,1.57
मिर्चाइ,मिर्चा,SAME_WORD,0.9,chili pepper,chili pepper (dialect spelling),,0.917,0,562,4.12
मिर्चाइ,मार्च,DIFF_MEANING,0.9,chili pepper,March (month),context of planting/harvest month vs crop name,0.733,0,156,2.83
मिर्चाइ,मिरचाई,SAME_WORD,0.95,chili pepper,chili pepper (spelling variant),,0.929,0,12,2.45
मिर्चाइ,मर्चा,SAME_WORD,0.85,chili pepper,chili pepper (regional spelling),,0.817,0,22,2.39
मिर्चाइ,मिर्जा,UNRELATED,0.8,chili pepper,"Mirza (name/title, not a crop)","used as a person's name, not in farming context",0.85,0,14,2.27
बीस,बीज,DIFF_MEANING,0.95,twenty,seed,"seed appears near sowing/planting context, बीस appears near counting/quantity context",0.667,1,3453,7.2
बीस,बारिश,UNRELATED,0.85,twenty,rain,"rain discussed with weather/water context, बीस used with numbers/units",0.7,0,730,3.24
बीस,बीच,DIFF_MEANING,0.85,twenty,middle/between,"बीच used spatially like 'बीच में', बीस used with countable nouns like acres/days",0.867,0,94,3.14
बीस,विकास,DIFF_MEANING,0.8,twenty,growth/development,"विकास discussed with plant growth stage, बीस with quantities",0.7,0,14,2.83
बीस,बांस,DIFF_MEANING,0.85,twenty,bamboo,"बांस refers to a crop/plant, बीस is a number modifying units",0.725,0,42,2.34
बीस,बिच्ची,DIFF_MEANING,0.85,twenty,scorpion,"बिच्ची appears in pest/insect complaint context, बीस in quantity context",0.775,0,27,2.34
बीस,बिस,SAME_WORD,0.9,twenty,twenty (spelling variant),"identical pronunciation, minor spelling variation of same number",1.0,0,6,2.32
कल्ला,कला,DIFF_MEANING,0.85,tillering stage of crop,art/phase (moon phase),कल्ला used with पौधा/तना/जड़ growth context; कला used with चांद or कौशल/skill context,1.0,4,6,6.96
कल्ला,केला,DIFF_MEANING,0.9,tillering stage of crop,banana,केला appears as crop/fruit name; कल्ला appears describing plant growth stage,0.9,0,14,4.3
कल्ला,पाला,DIFF_MEANING,0.9,tillering stage of crop,frost,पाला used with weather/cold damage context; कल्ला used with plant tillers/shoots,0.75,0,14,3.82
कल्ला,करें,DIFF_MEANING,0.85,tillering stage of crop,"do (verb, imperative)",करें appears as verb in action requests like 'छिड़काव करें'; कल्ला is a noun about plant stage,0.8,0,830,3.75
कल्ला,करेला,DIFF_MEANING,0.9,tillering stage of crop,bitter gourd,करेला is a vegetable crop name; कल्ला refers to tiller/shoot growth,0.75,0,675,3.44
कल्ला,कारण,DIFF_MEANING,0.85,tillering stage of crop,reason/cause,कारण used in causal explanations like 'किस कारण से'; कल्ला used describing plant parts,0.72,0,14,3.42
कल्ला,कल,DIFF_MEANING,0.85,tillering stage of crop,tomorrow/yesterday,कल used in time context like 'कल छिड़काव करना है'; कल्ला used in plant growth context,0.875,0,166,3.41
कल्ला,कट्ठा,DIFF_MEANING,0.85,tillering stage of crop,land area unit (kattha),कट्ठा used with land measurement like 'दो कट्ठा जमीन'; कल्ला used describing plant tillers,0.75,0,464,3.3
बिच्चा,बीज,DIFF_MEANING,0.75,seedling/nursery plant,seed,बीज is sown before planting; बिच्चा refers to the young sprouted plant/seedling used for transplanting,0.775,1,14,8.37
बिच्चा,बिचा,SAME_WORD,0.85,seedling,seedling (spelling variant),,1.0,2,11,6.27
बिच्चा,बचाएं,DIFF_MEANING,0.8,seedling,to save/protect (verb),"बचाएं appears in advice like 'फसल को बचाएं' (protect the crop), not referring to a plant",0.78,0,347,3.32
बिच्चा,मिर्चा,DIFF_MEANING,0.75,seedling,chili pepper crop,"मिर्चा refers to the chili crop itself, unrelated to seedling stage terminology",0.72,0,14,3.24
बिच्चा,बिया,DIFF_MEANING,0.6,seedling,seed (dialect term),"बिया/बियाँ is a regional word for seed, used before sowing, distinct from the seedling stage",0.75,0,14,2.7
बिच्चा,बिच्ची,DIFF_MEANING,0.65,seedling,scorpion (short for बिच्छू),"बिच्ची appears in pest/concern context (sting, bite) rather than crop planting context",0.85,0,14,2.56
बिच्चा,बीघा,DIFF_MEANING,0.8,seedling,unit of land area,"बीघा is used with numbers to denote land size, e.g. 'दो बीघा जमीन', unrelated to plant growth stage",0.75,0,14,2.54
कटिंग,खत्म,DIFF_MEANING,0.9,cutting (plant propagation),finished/over,"खत्म implies completion of a task, no cutting/plant context",0.683,0,14,2.42
कटिंग,गति,DIFF_MEANING,0.9,cutting,speed/pace,"गति refers to speed of work/growth, not plant cutting",0.75,0,14,2.28
कटिंग,कटेगा,SAME_WORD,0.75,cutting (noun),"will be cut (verb, future)","same root काटना, inflected verb form vs gerund noun",0.767,0,14,2.2
कटिंग,करेंगे,DIFF_MEANING,0.85,cutting,will do (generic verb),"करेंगे is a generic future-tense verb, no cutting sense",0.729,0,14,2.02
कटिंग,काटे,SAME_WORD,0.75,cutting (noun),cut (verb form),"same root काटना, verb inflection vs noun form",0.683,0,14,1.96
कटिंग,खाती,DIFF_MEANING,0.85,cutting,eats (feminine verb form),"खाती relates to eating, unrelated to cutting plants",0.75,0,14,1.95
कटिंग,ग्राफ्टिंग,DIFF_MEANING,0.75,cutting (propagation via stem cutting),grafting (joining two plants),"grafting joins scion to rootstock, distinct technique from taking cuttings",0.75,0,14,1.84
कटिंग,केसिंग,DIFF_MEANING,0.8,cutting,"casing (e.g., borewell/pipe casing)","केसिंग used in well/pipe construction context, not plant propagation",0.767,0,14,1.83
कटिंग,कटाएगा,SAME_WORD,0.7,cutting (noun),will get cut/have cut (causative verb),"same root काटना, causative inflection vs noun form",0.729,0,7,1.74
